imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count,release_year
tt0128442,0.760447,12000000,22921898,Matt Damon|John Turturro|Gretchen Mol|Goran Visnjic|Edward Norton,John Dahl,121,Drama|Crime,Miramax Films|Spanky Pictures,213,1998
tt0134619,0.7224119999999989,15000000,17507368,James Marsden|Katie Holmes|Nick Stahl|Steve Railsback|Bruce Greenwood,David Nutter,82,Horror|Thriller|Science Fiction,Village Roadshow Pictures|Beacon Communications|Hoyts Film Partnership|Metro-Goldwyn-Mayer (MGM)|Behavioral Problem Productions Ltd.,45,1998
tt0120595,0.718275,90000000,69131860,James Cromwell|Mary Stein|Mickey Rooney|Magda Szubanski|E.G. Daily,George Miller,92,Adventure|Comedy|Drama|Family|Fantasy,Kennedy Miller Productions,176,1998
tt0120735,0.6990069999999989,1350000,3897569,Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Statham|Vinnie Jones,Guy Ritchie,105,Comedy|Crime,Handmade Films Ltd.|Summit Entertainment|PolyGram Filmed Entertainment|SKA Films|The Steve Tisch Company,1167,1998
tt0120770,0.669113,17000000,30331165,Will Ferrell|Chris Kattan|Jennifer Coolidge|Michael Clarke Duncan|Eva Mendes,John Fortenberry,81,Comedy,Paramount Pictures|SNL Studios,96,1998
tt0119314,0.653163,60000000,186883563,Robert Redford|Kristin Scott Thomas|Sam Neill|Scarlett Johansson|Dianne Wiest,Robert Redford,170,Drama|Romance,Wildwood Enterprises|Touchstone Pictures,164,1998
tt0144120,0.640933,25000000,50671850,Ed Gale|Jennifer Tilly|Brad Dourif|Katherine Heigl|Nick Stabile,Ronny Yu,89,Comedy|Horror,Midwinter Productions Inc.,162,1998
tt0120577,0.616116,13000000,16757163,Ryan Phillippe|Salma Hayek|Mike Myers|Neve Campbell|Sherry Stringfield,Mark Christopher,93,Music|Drama,Redeemable Features|FilmColony|Miramax|Dollface,71,1998
tt0119223,0.607687,25000000,55494066,Gwyneth Paltrow|Ethan Hawke|Chris Cooper|Anne Bancroft|Robert De Niro,Alfonso CuarÃ³n,111,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation|Art Linson Productions,74,1998
tt0133952,0.577192,70000000,116672912,Denzel Washington|Annette Bening|Bruce Willis|Tony Shalhoub|Sami Bouajila,Edward Zwick,116,Drama|Action|Thriller|Crime,"Twentieth Century Fox Film Corporation|Lynda Obst Productions|Bedford Falls Company, The",196,1998
tt0120832,0.576681999999999,73000000,103891409,Nicolas Cage|Gary Sinise|John Heard|Carla Gugino|Tamara Tunie,Brian De Palma,98,Crime|Mystery,Paramount Pictures|DeBart|Touchstone Pictures|Mel's Cite du Cinema,152,1998
tt0120148,0.562005,6000000,58000000,Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn,Peter Howitt,99,Comedy|Drama|Fantasy|Romance,Paramount Pictures|Miramax Films|Intermedia Films|Mirage Enterprises,196,1998
tt0118661,0.539133,60000000,48522832,Ralph Fiennes|Uma Thurman|Sean Connery|Patrick Macnee|Jim Broadbent,Jeremiah S. Chechik,89,Thriller,Jerry Weintraub Productions|Warner Bros.,121,1998
tt0124879,0.53388,20000000,18253415,Jim Carrey|Ashley Judd|Ian Michael Smith|Joseph Mazzello|Oliver Platt,Mark Steven Johnson,114,Comedy|Drama|Family,Caravan Pictures|Hollywood Pictures,24,1998
tt0120609,0.521096,13000000,27007143,"Mark Wahlberg|Lou Diamond Phillips|Christina Applegate|Avery Brooks|Antonio SabÃ to, Jr.",Kirk Wong,91,Action|Adventure|Comedy|Thriller,TriStar Pictures,59,1998
tt0118747,0.49737299999999995,28000000,14051384,Dan Aykroyd|John Goodman|Joe Morton|J. Evan Bonifant|B.B. King,John Landis,123,Music|Action|Comedy|Crime,Universal Pictures,72,1998
tt0124718,0.496059,25000000,21567853,Denzel Washington|Ray Allen|Milla Jovovich|Rosario Dawson|Hill Harper,Spike Lee,136,Drama,40 Acres & A Mule Filmworks|Touchstone Pictures,79,1998
tt0120696,0.492559,70000000,19870567,Morgan Freeman|Christian Slater|Randy Quaid|Minnie Driver|Ed Asner,Mikael Salomon,97,Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|PolyGram Filmed Entertainment|Marubeni,74,1998
tt0120633,0.48824300000000004,70000000,56702901,John Travolta|Robert Duvall|Tony Shalhoub|William H. Macy|Zeljko Ivanek,Steven Zaillian,115,Drama,Paramount Pictures|Wildwood Enterprises|Touchstone Pictures,48,1998
tt0147612,0.47703599999999996,3000000,2807390,Jane Adams|Jon Lovitz|Philip Seymour Hoffman|Dylan Baker|Evan Silverberg,Todd Solondz,139,Comedy|Drama,Killer Films|Good Machine,75,1998
tt0120008,0.469693,30000000,19204929,Chow Yun-fat|Mira Sorvino|Michael Rooker|Kenneth Tsang|JÃ¼rgen Prochnow,Antoine Fuqua,87,Drama|Action|Crime|Thriller,Columbia Pictures Corporation,62,1998
tt0133751,0.433845,15000000,40283321,Jordana Brewster|Elijah Wood|Clea DuVall|Laura Harris|Josh Hartnett,Robert Rodriguez,104,Horror|Mystery|Science Fiction,Dimension Films|Los Hooligans Productions,237,1998
tt0145734,0.423925,20000000,3970078,Gillian Anderson|Ellen Burstyn|Sean Connery|Anthony Edwards|Angelina Jolie,Willard Carroll,121,Comedy|Drama|Romance,Miramax Films|Hyperion Pictures,20,1998
tt0127723,0.396129,10000000,25605015,Jennifer Love Hewitt|Ethan Embry|Charlie Korsmo|Lauren Ambrose|Peter Facinelli,Harry Elfont|Deborah Kaplan,100,Comedy|Drama|Romance,Columbia Pictures,74,1998
tt0120694,0.388858,17000000,55041738,Jamie Lee Curtis|Josh Hartnett|Adam Arkin|Michelle Williams|Joseph Gordon-Levitt,Steve Miner,86,Horror|Thriller,Dimension Films,142,1998
tt0155975,0.38868,60000000,37141130,Vince Vaughn|Anne Heche|Julianne Moore|Viggo Mortensen|William H. Macy,Gus Van Sant,105,Horror|Mystery|Thriller,Imagine Entertainment|Universal Pictures,112,1998
tt0118956,0.383321,45000000,11203026,Treat Williams|Famke Janssen|Anthony Heald|Kevin J. O'Connor|Una Damon,Stephen Sommers,106,Adventure|Action|Horror|Science Fiction,Hollywood Pictures|Cinergi Pictures Entertainment|Calimari Productions,61,1998
tt0120802,0.375143,18000000,9495408,Carlo Cecchi|Irene Grazioli|Anita Laurenzi|Tommaso Puntelli|Samuele Amighetti,FranÃ§ois Girard,131,Drama|Thriller|Mystery|Music|Romance,Rhombus Media|Channel Four Films,49,1998
tt0124198,0.366598,30000000,9898412,Jon Favreau|Leland Orser|Cameron Diaz|Christian Slater|Jeremy Piven,Peter Berg,100,Comedy|Crime|Thriller,Initial Entertainment Group (IEG)|Interscope Communications|VBT Productions|Ballpark Productions Partnership,83,1998
tt0120157,0.577579,75000000,14567883,Kurt Russell|Jason Scott Lee|Jason Isaacs|Connie Nielsen|Sean Pertwee,Paul W.S. Anderson,99,Action|War|Science Fiction,Impact Pictures|Jerry Weintraub Productions|Warner Bros.|Morgan Creek Productions,94,1998
tt0118798,0.305742,30000000,29202884,Warren Beatty|Halle Berry|Sean Astin|Christine Baranski|Adilah Barnes,Warren Beatty,108,Comedy|Drama,20th Century Fox,27,1998
tt0120693,0.262171,8000000,17460020,Dave Chappelle|Tommy Chong|Harland Williams|Guillermo DÃ­az|Jim Breuer,Tamra Davis,82,Comedy|Crime,Universal Pictures,86,1998
tt0120684,0.189141,10000000,6451628,Ian McKellen|Brendan Fraser|Lynn Redgrave|Lolita Davidovich|David Dukes,Bill Condon,105,Drama,Lions Gate Films|Flashpoint (I)|Showtime Networks,23,1998
tt0119934,0.245817,25000000,777423,Billy Crudup|Donald Sutherland|Monica Potter|Jeremy Sisto|Matthew Lillard,Robert Towne,117,Drama,Cruise/Wagner Productions|Warner Bros.,11,1998
tt0120741,0.240661,10000000,19000000,Jay Mohr|Billy Burke|Christina Applegate|Pamela Gidley|Olympia Dukakis,Jim Abrahams,84,Comedy|Crime,Tapestry Films|Touchstone Pictures,19,1998
tt0120906,0.23595100000000002,5000000,1980338,Bill Pullman|Ben Stiller|Ryan O'Neal|Kim Dickens|Angela Featherstone,Jake Kasdan,116,Comedy|Crime|Mystery|Thriller,Castle Rock Entertainment|Columbia Pictures Corporation|Manifest Film Company,24,1998
tt0118736,0.22655799999999998,2000000,124494,Jeffrey Falcon|Justin McGuire|Kim De Angelo|Stephane Gauger|Clifford Hugo,Lance Mungia,91,Action|Adventure|Science Fiction,HSX Films,15,1998
tt0138414,0.214567,1500000,870751,Chris Stafford|Tina Holmes|Andersen Gabrych|Stephanie McVay|Lea DeLaria,David Moreton,99,Comedy|Drama|Romance,TLA Releasing,10,1998
tt0119304,0.194358,15000000,10443316,Drew Barrymore|Catherine O'Hara|Luke Wilson|Jake Busey|Shelley Duvall,Dean Parisot,93,Drama|Comedy|Romance,Warner Bros.|Baltimore Pictures|Kasdan Pictures,18,1998
tt0124102,0.188201,1100000,631221,Kevin Gage|Elizabeth PeÃ±a|Brett Harrelson|Robert Englund|Linda Cardellini,John Pieplow,86,Horror,Shooting Gallery|Snider Than Thou Productions Inc.,14,1998
tt0120772,0.18358,15000000,46905889,Jennifer Aniston|Paul Rudd|Hayden Panettiere|Alan Alda|Allison Janney,Nicholas Hytner,111,Comedy|Drama|Romance,20th Century Fox,38,1998
tt0120769,0.26504,27000000,76000000,Matthew McConaughey|Skeet Ulrich|Ethan Hawke|Vincent D'Onofrio|Gail Cronauer,Richard Linklater,113,Crime|Action|Drama,Twentieth Century Fox Film Corporation|Detour Filmproduction,16,1998
tt0120703,0.162242,20000000,37672350,Angela Bassett|Taye Diggs|Whoopi Goldberg|Regina King|Suzzanne Douglas,Kevin Rodney Sullivan,124,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation,10,1998
tt0097757,4.143585,40000000,211343479,Jodi Benson|Christopher Daniel Barnes|Jason Marin|Samuel E. Wright|Buddy Hackett,Ron Clements|John Musker,83,Animation|Family,Walt Disney Pictures,1042,1989
tt0097576,3.536655,48000000,474171806,Harrison Ford|Sean Connery|Denholm Elliott|Alison Doody|John Rhys-Davies,Steven Spielberg,127,Adventure|Action,Lucasfilm|Paramount Pictures,2031,1989
tt0098635,2.719764,16000000,92823546,Meg Ryan|Billy Crystal|Carrie Fisher|Bruno Kirby|Steven Ford,Rob Reiner,96,Comedy|Romance|Drama,Castle Rock Entertainment|Nelson Entertainment,532,1989
tt0096895,2.640852,35000000,411348924,Jack Nicholson|Michael Keaton|Kim Basinger|Michael Gough|Pat Hingle,Tim Burton,126,Fantasy|Action,PolyGram Filmed Entertainment|The Guber-Peters Company|Warner Bros.,1207,1989
tt0096874,2.566875,40000000,332000000,Michael J. Fox|Christopher Lloyd|Lea Thompson|Elisabeth Shue|James Tolkan,Robert Zemeckis,108,Adventure|Comedy|Family|Science Fiction|Action,Universal Pictures|Amblin Entertainment|U-Drive Productions,2436,1989
tt0097165,2.470407,16400000,235860116,Robin Williams|Ethan Hawke|Robert Sean Leonard|Gale Hansen|Josh Charles,Peter Weir,129,Drama,Touchstone Pictures|Silver Screen Partners IV,1426,1989
tt0097428,2.379507,37000000,215394738,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,108,Fantasy|Action|Comedy|Science Fiction|Family,Columbia Pictures Corporation,569,1989
tt0097742,2.1766229999999998,32000000,156167015,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe,John Glen,133,Adventure|Action|Thriller,Eon Productions,332,1989
tt0097958,1.859089,27000000,71320000,Chevy Chase|Beverly D'Angelo|Randy Quaid|Juliette Lewis|Johnny Galecki,Jeremiah S. Chechik,97,Comedy,Warner Bros.,436,1989
tt0097441,1.836091,18000000,26828365,Matthew Broderick|Denzel Washington|Cary Elwes|Morgan Freeman|Jihmi Kennedy,Edward Zwick,122,War,TriStar Pictures|Freddie Fields Productions,207,1989
tt0096754,1.69108,70000000,90000098,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn|Leo Burmester|Todd Graff,James Cameron,139,Adventure|Action|Thriller|Science Fiction,Twentieth Century Fox Film Corporation|Lightstorm Entertainment|Pacific Western,446,1989
tt0097733,1.510501,25000000,227853986,Mel Gibson|Danny Glover|Joe Pesci|Joss Ackland|Derrick O'Connor,Richard Donner,114,Action|Adventure|Comedy|Crime|Thriller,Silver Pictures|Warner Bros.,608,1989
tt0098439,1.362379,55000000,63408614,Sylvester Stallone|Kurt Russell|Teri Hatcher|Jack Palance|Brion James,Andrei Konchalovsky|Albert Magnoli,104,Action|Adventure|Comedy,The Guber-Peters Company|Warner Bros.,239,1989
tt0096928,1.280429,10000000,40485039,Keanu Reeves|Alex Winter|George Carlin|Dan Shor|Hal Landon Jr.,Stephen Herek,90,Adventure|Comedy|Science Fiction,Orion Pictures,225,1989
tt0097778,1.2742850000000001,7500000,296000000,John Travolta|Kirstie Alley|Olympia Dukakis|George Segal|Bruce Willis,Amy Heckerling,93,Comedy|Romance,TriStar Pictures|Management Company Entertainment Group (MCEG),278,1989
tt0097523,1.2184979999999999,32000000,222724172,Rick Moranis|Marcia Strassman|Matt Frewer|Kristine Sutherland|Amy O'Neill,Joe Johnston,93,Adventure|Comedy|Family|Science Fiction,Buena Vista,390,1989
tt0098382,1.190512,30000000,70200000,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,William Shatner,107,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,216,1989
tt0097659,0.94235,1500000,14697005,Jean-Claude Van Damme|Dennis Alexio|Dennis Chan|Michel Qissi|Haskell V. Anderson III,Mark DiSalle|David Worth|Jean-Claude Van Damme,97,Action|Thriller,Kings Road Entertainment,139,1989
tt0097981,0.9189620000000001,8000000,22168359,Robert Englund|Lisa Wilcox|Erika Anderson|Valorie Armstrong|Michael Ashton,Stephen Hopkins,89,Horror|Thriller,New Line Cinema,128,1989
tt0097138,0.914399,500000,10166459,Jean-Claude Van Damme|Deborah Richter|Vincent Klyn|Alex Daniels|Ralf Moeller,Albert Pyun,86,Action|Science Fiction,Cannon Group|Golan-Globus,73,1989
tt0096734,0.8953899999999989,18000000,36602000,Tom Hanks|Bruce Dern|Carrie Fisher|Rick Ducommun|Corey Feldman,Joe Dante,101,Comedy|Horror|Thriller,Imagine Entertainment,157,1989
tt0098084,0.836515,11500000,57469467,Dale Midkiff|Fred Gwynne|Denise Crosby|Brad Greenquist|Michael Lombard,Mary Lambert,103,Drama|Horror,Paramount Pictures,176,1989
tt0098282,0.737259,18000000,46908987,Richard Pryor|Gene Wilder|Joan Severance|Kevin Spacey|Alan North,Arthur Hiller,103,Crime|Comedy,TriStar Pictures,92,1989
tt0096969,0.724013,14000000,161001698,Tom Cruise|Raymond J. Barry|Caroline Kava|Holly Marie Combs|Kyra Sedgwick,Oliver Stone,145,Drama|War,Universal Pictures|Ixtlan,190,1989
tt0098554,0.7200810000000001,15000000,79258538,John Candy|Jean Louisa Kelly|Macaulay Culkin|Gaby Hoffmann|Amy Madigan,John Hughes,100,Comedy|Drama|Family,Universal Pictures|Hughes Entertainment,179,1989
tt0097815,0.6026130000000001,11000000,49797148,Tom Berenger|Charlie Sheen|Corbin Bernsen|Margaret Whitton|James Gammon,David S. Ward,107,Comedy,Paramount Pictures|Mirage Enterprises,110,1989
tt0098627,0.573045,6500000,30218387,Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart|Terry Kiser|Don Calfa,Ted Kotcheff,97,Comedy,Gladden Entertainment,104,1989
tt0097637,0.547658,18598420,78247647,Jim Belushi|Mel Harris|Kevin Tighe|Ed O'Neill|Rando,Rod Daniel,101,Action|Adventure|Comedy|Crime,Universal Pictures,120,1989
tt0097027,0.5443819999999989,22500000,18671317,Michael J. Fox|Sean Penn|Don Harvey|John C. Reilly|John Leguizamo,Brian De Palma,113,Drama|History|War,Columbia Pictures Corporation,91,1989
tt0097388,0.498792,5000000,14000000,Kane Hodder|Jensen Daggett|Scott Reeves|Barbara Bingham|Peter Mark Richman,Rob Hedden,100,Horror|Thriller,Paramount Pictures|Sean S. Cunningham Films|Horror Inc.,85,1989
tt0096794,0.49423500000000004,31000000,74134790,Richard Dreyfuss|Holly Hunter|John Goodman|Audrey Hepburn|Brad Johnson,Steven Spielberg,122,Fantasy|Drama|Romance,Universal Pictures|Amblin Entertainment|United Artists,68,1989
tt0097889,0.48127600000000004,3000000,1145404,Anthony Edwards|Mare Winningham|John Agar|Lou Hancock|Mykelti Williamson,Steve De Jarnatt,87,Science Fiction|Thriller,Hemdale Film|Miracle Mile Productions Inc.,19,1989
tt0096787,0.4669,13800000,27100027,Burt Reynolds|Dom DeLuise|Judith Barsi|Melba Moore|Daryl Gilley,Don Bluth|Gary Goldman|Dan Kuenster,89,Drama|Animation|Family|Comedy|Fantasy,Goldcrest Films International|Sullivan Bluth Studios,133,1989
tt0097481,0.45227799999999996,30000000,60864870,Eddie Murphy|Richard Pryor|Redd Foxx|Danny Aiello|Michael Lerner,Eddie Murphy,116,Action|Comedy|Crime|Drama|Thriller,Paramount Pictures,41,1989
tt0098273,0.44835699999999995,19000000,110879513,Al Pacino|John Goodman|Michael Rooker|William Hickey|Richard Jenkins,Harold Becker,113,Drama|Crime|Mystery,Universal Pictures Corporation,60,1989
tt0097162,0.438179,10000000,7825000,Nicole Kidman|Sam Neill|Billy Zane|George Shevtsov|Rod Mullinar,Phillip Noyce,96,Crime|Thriller|Horror|Drama,Kennedy Miller Productions,70,1989
tt0098320,0.42306400000000005,5000000,16554699,Michael Murphy|Mitch Pileggi|Sam Scarber|Camille Cooper|Ted Raimi,Wes Craven,109,Thriller|Comedy|Horror,Alive Films|Universal City Studios|Carolco International N.V.,37,1989
tt0097239,0.409695,7500000,145793296,Morgan Freeman|Jessica Tandy|Dan Aykroyd|Patti LuPone|Esther Rolle,Bruce Beresford,99,Comedy|Drama,The Zanuck Company|Majestic Films International,181,1989
tt0097123,0.41591300000000003,19000000,18254702,Woody Allen|Martin Landau|Anjelica Huston|Joanna Gleason|Alan Alda,Woody Allen,104,Comedy|Drama,Orion Pictures|Jack Rollins & Charles H. Joffe Productions,86,1989
tt0096933,0.382943,30000000,45892212,Michael Douglas|Andy GarcÃ­a|Kate Capshaw|Shigeru KÃ´yama|John Spencer,Ridley Scott,125,Action|Thriller|Crime,Paramount Pictures,114,1989
tt0097937,0.337545,645180,14743391,Daniel Day-Lewis|Brenda Fricker|Alison Whelan|Declan Croghan|Eanna MacLiam,Jim Sheridan,103,Drama,Ferndale Films|Granada Television|Radio TelefÃ­s Ã‰ireann (RTÃ‰),94,1989
tt0097216,0.307623,6500000,37295445,Ossie Davis|Danny Aiello|Giancarlo Esposito|Richard Edson|Spike Lee,Spike Lee,120,Crime|Drama,Universal Pictures,134,1989
tt0097474,0.26954,5000000,11642254,Donald Pleasence|Danielle Harris|Ellie Cornell|Beau Starr|Don Shanks,Dominique Othenin-Girard,96,Horror|Thriller,Trans Pacific Films,83,1989
tt0097967,0.2578,12000000,15942628,Patrick Swayze|Liam Neeson|Adam Baldwin|Helen Hunt|Bill Paxton,John Irvin,108,Adventure|Drama|Action|Thriller,Lorimar Film Entertainment|Warner Bros.,24,1989
tt0098206,0.240681,15000000,30050028,Patrick Swayze|Kelly Lynch|Sam Elliott|Ben Gazzara|Marshall R. Teague,Rowdy Herrington,114,Action|Thriller,United Artists|Star Partners II Ltd.|Silver Pictures,121,1989
tt0097366,0.233923,8045760,35150960,Chevy Chase|Hal Holbrook|Julianne Phillips|R. Lee Ermey|Richard Libertini,Michael Ritchie,95,Comedy|Crime|Mystery,Universal Pictures|Vincent Pictures,46,1989
tt0098471,0.19766,15000000,40590000,Nick Nolte|Martin Short|Sarah Rowland Doroff|James Earl Jones|Alan Ruck,Francis Veber,96,Comedy,Touchstone Pictures|Silver Screen Partners IV,20,1989
tt0098575,0.188629,33000000,1132112,Colin Firth|Annette Bening|Meg Tilly|Fairuza Balk|SiÃ¢n Phillips,MiloÅ¡ Forman,137,Drama|Romance,Renn Productions|Timothy Burrill Productions,24,1989
tt0097240,0.181067,2500000,4729352,Matt Dillon|Kelly Lynch|James Le Gros|Heather Graham|Grace Zabriskie,Gus Van Sant,100,Crime|Drama,Avenue Pictures Productions,50,1989
tt0098663,0.178696,6000000,14278900,Fred Savage|Luke Edwards|Beau Bridges|Christian Slater|Jenny Lewis,Todd Holland,100,Adventure|Comedy|Drama|Family|Romance,Universal Pictures,36,1989
tt0097758,0.114027,7000000,793775,Fred Savage|Howie Mandel|Daniel Stern|Margaret Whitton|Rick Ducommun,Richard Greenberg,102,Adventure|Fantasy|Comedy|Family,Metro-Goldwyn-Mayer (MGM),26,1989
tt0101414,3.852269,25000000,377350553,Paige O'Hara|Robby Benson|Richard White|Jerry Orbach|David Ogden Stiers,Gary Trousdale|Kirk Wise,84,Romance|Family|Animation|Fantasy|Music,Walt Disney Pictures|Walt Disney Animation Studios|Silver Screen Partners IV,1703,1991
tt0103064,3.584406,100000000,520000000,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen,James Cameron,137,Action|Thriller|Science Fiction,Lightstorm Entertainment|Pacific Western|Canal+|Carolco Pictures|T2 Productions,2836,1991
tt0102057,2.326917,70000000,300854823,Robin Williams|Dustin Hoffman|Julia Roberts|Bob Hoskins|Caroline Goodall,Steven Spielberg,144,Adventure|Fantasy|Comedy|Family,Amblin Entertainment|TriStar Pictures,834,1991
tt0102798,1.606765,48000000,390493908,Kevin Costner|Morgan Freeman|Christian Slater|Mary Elizabeth Mastrantonio|Alan Rickman,Kevin Reynolds,143,Adventure|Drama|Action|Romance,Warner Bros.|Morgan Creek Productions,518,1991
tt0102034,1.301458,30000000,15556340,Christopher Lambert|Sean Connery|Virginia Madsen|Michael Ironside|John C. McGinley,Russell Mulcahy,91,Action|Fantasy|Science Fiction,Lamb Bear Entertainment,93,1991
tt0101540,1.287839,35000000,182300000,Robert De Niro|Nick Nolte|Jessica Lange|Juliette Lewis|Joe Don Baker,Martin Scorsese,128,Crime|Thriller,Universal Pictures|Amblin Entertainment|Cappa Productions|Tribeca Productions,289,1991
tt0102975,1.28293,27000000,96900000,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,Nicholas Meyer,113,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,237,1991
tt0102510,1.259634,23000000,86930411,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson|Robert Goulet,David Zucker,85,Action|Comedy|Crime,Paramount Pictures,257,1991
tt0102685,1.231168,24000000,83531958,Patrick Swayze|Keanu Reeves|Gary Busey|Lori Petty|John C. McGinley,Kathryn Bigelow,120,Action|Thriller|Crime,Largo Entertainment|JVC Entertainment Networks,468,1991
tt0101393,1.0200690000000001,75000000,152368585,Kurt Russell|William Baldwin|Robert De Niro|Donald Sutherland|Jennifer Jason Leigh,Ron Howard,137,Action|Crime|Drama|Mystery|Thriller,Universal Pictures|Trilogy Entertainment Group|Imagine Films Entertainment,193,1991
tt0101272,0.983036,30000000,191502426,RaÃºl JuliÃ¡|Anjelica Huston|Christopher Lloyd|Christina Ricci|Carel Struycken,Barry Sonnenfeld,99,Comedy|Family|Fantasy,Paramount Pictures|Orion Pictures|Scott Rudin Productions,414,1991
tt0102070,0.9772430000000001,65000000,17218080,Bruce Willis|Danny Aiello|Andie MacDowell|James Coburn|Richard E. Grant,Michael Lehmann,100,Action|Adventure|Comedy,TriStar Pictures|Silver Pictures,155,1991
tt0102803,0.963521,42000000,62000000,Billy Campbell|Jennifer Connelly|Alan Arkin|Timothy Dalton|Paul Sorvino,Joe Johnston,108,Action|Adventure|Science Fiction|Family,Walt Disney Pictures,149,1991
tt0103074,0.9158040000000001,16000000,45361000,Susan Sarandon|Geena Davis|Harvey Keitel|Brad Pitt|Michael Madsen,Ridley Scott,130,Drama|Thriller|Crime|Adventure,Metro-Goldwyn-Mayer (MGM),375,1991
tt0101761,0.816448,38000000,34416893,Val Kilmer|Meg Ryan|Kyle MacLachlan|Frank Whaley|Kevin Dillon,Oliver Stone,140,Drama|Music,Imagine Entertainment|Ixtlan Productions|Carolco Pictures|Bill Graham Films,129,1991
tt0103060,0.799449,25000000,78,Paige Turco|David Warner|Michelan Sisti|Leif Tilden|Kenn Scott,Michael Pressman,88,Science Fiction|Adventure|Action|Comedy|Family,New Line Cinema|Golden Harvest Company,161,1991
tt0102558,0.764796,40000000,8479793,Chevy Chase|Dan Aykroyd|John Candy|Demi Moore|Valri Bromfield,Dan Aykroyd,94,Comedy|Adventure,Warner Bros.|Applied Action,36,1991
tt0102926,0.695385,19000000,272742922,Jodie Foster|Anthony Hopkins|Scott Glenn|Ted Levine|Anthony Heald,Jonathan Demme,118,Crime|Drama|Thriller,Orion Pictures|Strong Heart/Demme Production,2679,1991
tt0101410,0.693523,9000000,6153939,John Turturro|John Goodman|Judy Davis|Michael Lerner|Tony Shalhoub,Joel Coen,116,Comedy|Drama,Working Title Films|Circle Films,201,1991
tt0101917,0.689242,11000000,34872033,Robert Englund|Lisa Zane|Shon Greenblatt|Lezlie Deane|Ricky Dean Logan,Rachel Talalay,89,Horror|Thriller|Comedy,New Line Cinema,141,1991
tt0102266,0.662297,29000000,59509925,Bruce Willis|Damon Wayans|Chelsea Field|Noble Willingham|Halle Berry,Tony Scott,105,Adventure|Action|Comedy|Thriller,Geffen Pictures|Silver Pictures|Warner Bros.,274,1991
tt0102138,0.658866,40000000,205405498,Kevin Costner|Tommy Lee Jones|Gary Oldman|Kevin Bacon|Michael Rooker,Oliver Stone,189,Drama|Thriller|History,Camelot Productions|Canal Plus Group|Ixtlan Productions,258,1991
tt0101507,0.649755,6500000,57504069,Laurence Fishburne|Cuba Gooding Jr.|Ice Cube|Morris Chestnut|Angela Bassett,John Singleton,112,Crime|Drama,Columbia Pictures Corporation,168,1991
tt0102005,0.63395,23000000,7434726,Mickey Rourke|Don Johnson|Chelsea Field|Daniel Baldwin|Giancarlo Esposito,Simon Wincer,98,Action|Thriller,Metro-Goldwyn-Mayer (MGM)|Krisjair|Laredo,44,1991
tt0101764,0.627123,15000000,30102717,Jean-Claude Van Damme|Geoffrey Lewis|Alonna Shaw|Cory Everson|Philip Chan Yan-Kin,Sheldon Lettich,110,Thriller|Action|Crime|Drama,Stone Group Pictures,113,1991
tt0103241,0.601417,35000000,63710000,Bill Murray|Richard Dreyfuss|Julie Hagerty|Charlie Korsmo|Kathryn Erbe,Frank Oz,100,Comedy,Touchwood Pacific Partners 1|Touchstone Pictures,128,1991
tt0103956,0.583385,13000000,20560255,Justin Whalin|Perrey Reeves|Jeremy Sylvers|Travis Fine|Dean Jacobson,Jack Bender,90,Horror,Universal Pictures,114,1991
tt0101587,0.5332279999999989,26000000,124033791,Billy Crystal|Daniel Stern|Bruno Kirby|Jack Palance|Patricia Wettig,Ron Underwood,112,Action|Adventure|Comedy|Drama|Western,Columbia Pictures|New Line Cinema|Castle Rock Entertainment,114,1991
tt0102059,0.5144890000000001,26000000,181096164,Charlie Sheen|Cary Elwes|Valeria Golino|Lloyd Bridges|Kevin Dunn,Jim Abrahams,84,Action|Comedy|War,Twentieth Century Fox Film Corporation,313,1991
tt0102782,0.48393100000000006,11000000,2807854,Milla Jovovich|Brian Krause|Lisa Pelikan|Courtney Barilla|Garette Ratliff Henson,William A. Graham,98,Drama|Adventure|Romance,Columbia Pictures Corporation,78,1991
tt0101921,0.47491099999999997,11000000,119418501,Kathy Bates|Mary-Louise Parker|Jessica Tandy|Cicely Tyson|Mary Stuart Masterson,Jon Avnet,130,Drama|Comedy,Universal Pictures,134,1991
