imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count
tt0102728,0.255458,800000,0,Guy Rolfe|Richard Lynch|Ian Abercrombie|Kristopher Logan|Aron Eisenberg,David DeCoteau,86,Horror,Full Moon Entertainment,14
tt0102722,0.070749,0,1750301,John Gielgud|Michael Clark|Michel Blanc|Erland Josephson|Isabelle Pasco,Peter Greenaway,120,Drama|Fantasy,Allarts,13
tt0101694,0.130152,0,0,Goldie Hawn|John Heard|Tom Irwin|Kate Reid|Robin Bartlett,Damian Harris,104,Drama|Mystery|Thriller,Touchstone Pictures,11
tt0101301,0.275998,0,14812000,Harley Jane Kozak|Jamey Sheridan|Thora Birch|Ethan Embry|Kevin Nealon,Robert Lieberman,92,Drama|Comedy|Family,Paramount Pictures,11
tt0102898,0.106169,0,0,Bobcat Goldthwait|Julie Brown|Robin Williams|Kathy Griffin|Adam Sandler,Bobcat Goldthwait,87,Action|Comedy,IRS Media,11
tt0102388,0.062221000000000005,0,2853801,Reese Witherspoon|Sam Waterston|Tess Harper|Gail Strickland|Jason London,Robert Mulligan,99,Drama|Family|Romance,Metro-Goldwyn-Mayer (MGM),25
tt0101846,0.09814500000000001,16400000,0,Bryan Brown|Brian Dennehy|Rachel Ticotin|Tom Mason|Philip Bosco,Richard Franklin,108,Adventure|Action|Comedy|Thriller,Orion Pictures|Dodi Fayed - Jack Wiener,17
tt0101745,0.095559,0,0,Michael J. Fox|Julie Warner|Barnard Hughes|Woody Harrelson|David Ogden Stiers,Michael Caton-Jones,104,Comedy|Romance,Warner Bros.,68
tt0102456,0.088988,0,0,Denzel Washington|Sarita Choudhury|Roshan Seth|Sharmila Tagore|Charles S. Dutton,Mira Nair,118,Drama|Romance,Channel Four Films|Mirabai Films,11
tt0101748,0.06384400000000001,0,0,River Phoenix|Lili Taylor|Richard Panebianco|Anthony Clark|Mitchell Whitfield,Nancy Savoca,94,War|Drama|Romance,Warner Bros.,10
tt0102045,0.048237,0,4654288,Chuck Norris|Alberta Watson|Michael Parks|Al Waxman|Salim Grant,Aaron Norris,95,Action|Crime|Thriller,Twilight Motion Picture Seven Ltd. Partnership|Cannon Pictures,11
tt0095016,3.7774410000000005,28000000,140767956,Bruce Willis|Alan Rickman|Alexander Godunov|Bonnie Bedelia|Reginald VelJohnson,John McTiernan,131,Action|Thriller,Twentieth Century Fox Film Corporation|Gordon Company|Silver Pictures,2800
tt0094737,2.1506819999999998,18000000,151668774,Tom Hanks|Elizabeth Perkins|Robert Loggia|John Heard|Jared Rushton,Penny Marshall,104,Fantasy|Drama|Comedy|Romance|Family,Gracie Films|Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,564
tt0095705,1.9058830000000002,12000000,78756177,Leslie Nielsen|Priscilla Presley|Ricardo Montalban|George Kennedy|O.J. Simpson,David Zucker,85,Action|Comedy|Crime,Paramount Pictures,543
tt0095519,1.651962,8000000,22433275,Corey Haim|Corey Feldman|Carol Kane|Heather Graham|Richard Masur,Greg Beeman,90,Comedy|Family,20th Century Fox|Davis Entertainment,52
tt0094721,1.628865,15000000,73326666,Geena Davis|Alec Baldwin|Winona Ryder|Michael Keaton|Catherine O'Hara,Tim Burton,92,Fantasy|Comedy,"Geffen Pictures|Geffen Company, The",739
tt0095953,1.4598209999999898,25000000,354825435,Dustin Hoffman|Tom Cruise|Valeria Golino|Gerald R. Molen|Jack Murdock,Barry Levinson,133,Drama,United Artists|Star Partners II Ltd.,934
tt0092675,1.3925809999999899,1500000,11806119,Jean-Claude Van Damme|Donald Gibb|Ken Siu|Bolo Yeung|Leah Ayres,Newt Arnold,92,Action,Cannon Films,180
tt0094898,1.279955,39000000,288752301,Eddie Murphy|Arsenio Hall|James Earl Jones|John Amos|Shari Headley,John Landis,116,Comedy|Romance,Paramount Pictures|Eddie Murphy Productions,500
tt0095956,1.183033,63000000,189015611,Sylvester Stallone|Richard Crenna|Kurtwood Smith|Spiros FocÃ¡s|Sasson Gabai,Peter MacDonald,102,Action|Adventure|Thriller|War,TriStar Pictures|Carolco Pictures,385
tt0094963,1.182453,20000000,0,Clint Eastwood|Patricia Clarkson|Liam Neeson|Evan C. Kim|Jim Carrey,Buddy Van Horn,91,Action|Crime|Thriller,Malpaso Productions|Warner Bros.,100
tt0095776,1.152044,0,0,Joey Lawrence|Billy Joel|Cheech Marin|Richard Mulligan|Roscoe Lee Browne,George Scribner,74,Animation|Comedy|Family,Walt Disney Pictures|Silver Screen Partners III,211
tt0096320,1.144528,15000000,216614388,Arnold Schwarzenegger|Danny DeVito|Kelly Preston|Chloe Webb|David Caruso,Ivan Reitman,107,Comedy|Drama,Universal Pictures,287
tt0096438,1.1155979999999999,70000000,329803958,Bob Hoskins|Christopher Lloyd|Joanna Cassidy|Charles Fleischer|Kathleen Turner,Robert Zemeckis,104,Fantasy|Animation|Comedy|Crime|Family,Amblin Entertainment|Silver Screen Partners III|Touchstone Pictures|Walt Disney Feature Animation,723
tt0095489,1.1011030000000002,12300000,84460846,Gabriel Damon|Candace Hutson|Judith Barsi|Will Ryan|Pat Hingle,Don Bluth,69,Animation|Adventure|Family,Universal Pictures|Amblin Entertainment|Sullivan Bluth Studios|U-Drive Productions,340
tt0094889,1.0798860000000001,20000000,171504781,Tom Cruise|Bryan Brown|Elisabeth Shue|Lisa Banes|Kelly Lynch,Roger Donaldson,104,Drama|Romance,Touchstone Pictures,175
tt0096061,1.055087,0,60328000,Bill Murray|Karen Allen|John Forsythe|Bobcat Goldthwait|Carol Kane,Richard Donner,101,Fantasy|Comedy|Drama,Paramount Pictures,205
tt0094862,0.891508,9000000,44196684,Catherine Hicks|Chris Sarandon|Alex Vincent|Brad Dourif|Dinah Manoff,Tom Holland,87,Horror|Thriller,United Artists,254
tt0096446,0.869474,35000000,57269863,Warwick Davis|Val Kilmer|Joanne Whalley|Jean Marsh|Patricia Hayes,Ron Howard,126,Adventure|Drama|Action,Lucasfilm|Metro-Goldwyn-Mayer (MGM)|Imagine Films Entertainment,250
tt0092493,0.8383200000000001,0,239606210,Paul Hogan|Linda Kozlowski|John Meillon|Ernie Dingo|Charles S. Dutton,John Cornell,110,Adventure|Comedy,Paramount Pictures,159
tt0095742,0.78304,7000000,72500000,Robert Englund|Tuesday Knight|Ken Sagoes|Rodney Eastman|Lisa Wilcox,Renny Harlin,99,Horror|Thriller,New Line Cinema,135
tt0095031,0.777228,0,42039085,Steve Martin|Michael Caine|Glenne Headly|Anton Rodgers|Barbara Harris,Frank Oz,110,Crime|Comedy,Orion Pictures,86
tt0094812,0.75639,7000000,50888000,Kevin Costner|Susan Sarandon|Tim Robbins|Trey Wilson|Robert Wuhl,Ron Shelton,108,Comedy|Romance,Orion Pictures|The Mount Company,81
tt0095963,0.753578,29000000,34994648,Arnold Schwarzenegger|Jim Belushi|Ed O'Ross|Peter Boyle|Laurence Fishburne,Walter Hill,104,Comedy|Action|Crime,TriStar Pictures|Oak Pictures|Carolco Entertainment|Lone Wolf,172
tt0095159,0.7273970000000001,7500000,62493712,John Cleese|Jamie Lee Curtis|Kevin Kline|Michael Palin|Maria Aitken,Charles Crichton,108,Comedy|Crime,Metro-Goldwyn-Mayer (MGM)|Prominent Features,270
tt0095882,0.7268899999999989,0,19510371,Bubba Smith|David Graf|Michael Winslow|Leslie Easterbrook|G. W. Bailey,Alan Myerson,90,Action|Comedy|Crime,Warner Bros.,85
tt0096101,0.689972,0,21630088,Fisher Stevens|Michael McKean|Cynthia Gibb|Jack Weston|Tim Blaney,Kenneth Johnson,110,Comedy|Family|Science Fiction|Drama,David Foster Productions|TriStar Pictures,86
tt0094761,0.669161,19000000,8247943,"Kevin Dillon|Shawnee Smith|Donovan Leitch, Jr.|Jeffrey DeMunn|Candy Clark",Chuck Russell,95,Horror|Science Fiction,TriStar Pictures|Palisades California Inc.,65
tt0094890,0.657109,17500000,25024919,Don Ameche|Wilford Brimley|Courteney Cox|Hume Cronyn|Jack Gilford,Daniel Petrie,116,Comedy|Drama|Science Fiction,Twentieth Century Fox Film Corporation|Zanuck/Brown Productions,46
tt0095088,0.634251,0,5596267,Cassandra Peterson|Susan Kellermann|Jeff Conaway|Daniel Greene|Edie McClurg,James Signorelli,96,Fantasy|Horror|Comedy|Science Fiction,NBC Productions,38
tt0096332,0.629628,0,0,Daniel Day-Lewis|Juliette Binoche|Lena Olin|Derek de Lint|Stellan SkarsgÃ¥rd,Philip Kaufman,171,Comedy|Romance,The Saul Zaentz Company,40
tt0097493,0.616772,0,1108462,Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker,Michael Lehmann,102,Comedy|Drama,New World Pictures|Cinemarque Entertainment,194
tt0096163,0.597387,0,0,Bernard-Pierre Donnadieu|Eugene Bervoets|Johanna ter Steege|Gwen Eckhaus|Tania Latarjet,George Sluizer,107,Horror|Thriller,MGS Film,40
tt0095647,0.5887560000000001,15000000,34604000,Gene Hackman|Willem Dafoe|Frances McDormand|Brad Dourif|R. Lee Ermey,Alan Parker,128,Thriller|Crime|Drama,Orion Pictures|Metro-Goldwyn-Mayer (MGM),144
tt0097390,0.573639999999999,0,2983784,Roddy McDowall|William Ragsdale|Traci Lind|Julie Carmen|Jon Gries,Tommy Lee Wallace,104,Comedy|Horror,Vista Organization,32
tt0096463,0.572843,28000000,103173635,Harrison Ford|Melanie Griffith|Sigourney Weaver|Alec Baldwin|Joan Cusack,Mike Nichols,114,Comedy|Drama|Romance,20th Century Fox,116
tt0096256,0.540362,4000000,13008928,Roddy Piper|Keith David|Meg Foster|George Buck Flower|Peter Jason,John Carpenter,94,Action|Horror|Science Fiction|Thriller,Universal Pictures|Alive Films|Larry Franco Productions,229
tt0095863,0.5385220000000001,3000000,7282851,James Le Gros|Reggie Bannister|Angus Scrimm|Paula Irvine|Samantha Phillips,Don Coscarelli,97,Action|Horror|Science Fiction|Thriller,Universal Pictures|Spacegate Productions|Starway International Inc.,25
tt0094631,0.528411,16000000,0,James Caan|Mandy Patinkin|Terence Stamp|Kevyn Major Howard|Leslie Bevis,Graham Baker,91,Crime|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,30
tt0094739,0.514373,0,0,Bette Midler|Lily Tomlin|Fred Ward|Edward Herrmann|Michele Placido,Jim Abrahams,97,Comedy,Silver Screen Partners III|Touchstone Pictures,26
tt0095271,0.513842,5000000,17768757,Donald Pleasence|Ellie Cornell|Danielle Harris|George P. Wilbur|Michael Pataki,Dwight H. Little,88,Horror|Thriller,Dimension Films,92
tt0094612,0.49929799999999996,7000000,20256975,Carl Weathers|Craig T. Nelson|Vanity|Sharon Stone|Thomas F. Wilson,Craig R. Baxley,96,Action|Adventure|Comedy|Crime|Drama,Silver Pictures|Lorimar Motion Pictures,22
tt0095593,0.497587,10000000,21486757,Michelle Pfeiffer|Matthew Modine|Oliver Platt|Alec Baldwin|Dean Stockwell,Jonathan Demme,104,Action|Comedy|Thriller|Crime|Romance,Orion Pictures|Mysterious Arts|Orion Pictures Corporation,25
tt0095179,0.48513599999999996,2800000,19170001,Kane Hodder|Lar Park Lincoln|Susan Jennifer Sullivan|Kevin Spirtas|Terry Kiser,John Carl Buechler,88,Horror|Thriller,Paramount Pictures,81
tt0096073,0.484083,0,0,Demi Moore|Michael Biehn|JÃ¼rgen Prochnow|Peter Friedman|Manny Jacobs,Carl Schultz,97,Thriller|Mystery,TriStar Pictures|Interscope Communications|ML Delphi Premier Productions,30
tt0094947,0.481627,14000000,34670720,Glenn Close|John Malkovich|Michelle Pfeiffer|Swoosie Kurtz|Keanu Reeves,Stephen Frears,119,Drama|Romance,Lorimar Film Entertainment|Warner Bros.|NFH Productions,124
tt0095687,0.480782,20000000,13854000,Dan Aykroyd|Kim Basinger|Jon Lovitz|Alyson Hannigan|Seth Green,Richard Benjamin,108,Comedy|Science Fiction,Weintraub Entertainment Group|The Catalina Production Group,65
tt0095174,0.469728,20000000,17637950,Harrison Ford|Emmanuelle Seigner|Betty Buckley|John Mahoney|Jimmie Ray Weeks,Roman Polanski,120,Thriller|Action|Crime|Drama|Mystery,The Mount Company|Warner Bros.,87
tt0095560,0.46290600000000004,0,5935269,Jade Calegory|Lauren Stanley|Christine Ebersole|Jonathan Ward|Tina Caspary,Stewart Raffill,95,Family|Fantasy|Science Fiction,Orion Pictures,15
tt0095444,0.43762700000000004,2000000,0,Grant Cramer|Suzanne Snyder|John Allen Nelson|John Vernon|Royal Dano,Stephen Chiodo,88,Comedy|Horror|Science Fiction,Chiodo Brothers Productions|Sarlui / Diamant Production,54
tt0094716,0.42769700000000005,0,0,George Dzundza|Jason Patric|Steven Bauer|Stephen Baldwin|Don Harvey,Kevin Reynolds,111,Drama|War,Brightstar Films,24
tt0092929,0.422717,0,0,Joan Plowright|Juliet Stevenson|Joely Richardson|Bernard Hill|Jason Edwards,Peter Greenaway,118,Comedy|Drama,Film Four International|Stimuleringsfonds Nederlandse Culturele Omroepproducties|Elsevier-Vendex Film Beheer|Allarts Production,13
tt0093015,0.420142,0,0,Jackie Chan|Sammo Hung|Yuen Biao|Pauline Yeung|Deannie Yip,Sammo Hung|Corey Yuen Kwai,102,Action|Comedy|Romance,Golden Way Films Ltd.|Golden Harvest Company Ltd.,16
tt0094933,0.410654,0,12706478,Dennis Quaid|Meg Ryan|Charlotte Rampling|Daniel Stern|Jane Kaczmarek,Annabel Jankel|Rocky Morton,96,Thriller|Mystery,Bigelow Productions|Touchstone Pictures,14
tt0095990,0.41036999999999996,6200000,9205924,James Karen|Thom Mathews|Suzanne Snyder|Michael Kenworthy|Marsha Dietlein,Ken Wiederhorn,89,Comedy|Horror,Greenfox,35
tt0096454,0.402939,0,0,Michael Caine|Ben Kingsley|Jeffrey Jones|Lysette Anthony|Nigel Davenport,Thom Eberhardt,107,Comedy|Thriller|Crime|Mystery,Orion Pictures,27
tt0094824,0.186505,0,0,Jackie Mason|Robert Stack|Dyan Cannon|Chevy Chase|Randy Quaid,Allan Arkush,98,Comedy,The Guber-Peters Company|Warner Bros.,24
tt0095382,0.389823,0,0,"Louis Gossett, Jr.|Mark Humphrey|Stuart Margolin|Alan Scarfe",Sidney J. Furie,105,Action|Adventure|Drama|Thriller,TriStar Pictures|Carolco Pictures,11
tt0094791,0.385293,0,0,Richard Chamberlain|Jaclyn Smith|Anthony Quayle|Donald Moffat|Yorgo Voyagis,Roger Young,180,Action|Drama|Mystery|Thriller,Warner Bros. Television|Alan Shayne Productions,20
tt0095889,0.38461799999999996,10500000,14144000,Tom Skerritt|Nancy Allen|Heather O'Rourke|Lara Flynn Boyle|Kipley Wentz,Gary Sherman,98,Horror|Thriller,Metro-Goldwyn-Mayer (MGM),58
tt0096764,0.380129,0,0,John Neville|Eric Idle|Sarah Polley|Oliver Reed|Uma Thurman,Terry Gilliam,126,Action|Adventure|Comedy|Fantasy,Columbia Pictures Corporation|Laura Films|Allied Filmmakers|Prominent Features,76
tt0094792,0.283003,0,6193901,Chuck Norris|Aki Aleong|Roland Harrah III|Miki Kim|Yehuda Efroni,Aaron Norris,101,Action|War,Golan-Globus Productions|The Cannon Group,29
tt0095897,0.374076,0,20324096,Sean Connery|Mark Harmon|Meg Ryan|Jack Warden|Jenette Goldstein,Peter Hyams,97,Action|Adventure|Crime|Drama|Mystery,Paramount Pictures,40
tt0095631,0.370575,30000000,38413606,Robert De Niro|Charles Grodin|Yaphet Kotto|John Ashton|Dennis Farina,Martin Brest,126,Adventure|Comedy|Crime,Universal Pictures|City Light Films,105
tt0094750,0.361962,0,0,Sho Kosugi|Jean-Claude Van Damme|Doran Clark|Bruce French|Vladimir Skomarovsky,Eric Karson,93,Drama|Action,Magus Productions|Rotecon B.V.,18
tt0094602,0.35674,7500000,18869631,Steven Seagal|Pam Grier|Henry Silva|Sharon Stone|Ron Dean,Andrew Davis,99,Action|Adventure|Drama|Thriller,Warner Bros.,67
tt0095497,0.35363,7000000,8373585,Willem Dafoe|Harvey Keitel|Barbara Hershey|David Bowie|Harry Dean Stanton,Martin Scorsese,164,Drama,Universal Pictures|Cineplex-Odeon Films,76
tt0095304,0.349522,0,7399763,Steve Guttenberg|Peter O'Toole|Daryl Hannah|Beverly D'Angelo|Liam Neeson,Neil Jordan,99,Horror|Fantasy|Comedy,Palace Pictures|Vision PDG,20
tt0095925,0.340089,0,0,Lance Henriksen|Jeff East|John D'Aquino|Kimberly Ross|Joel Hoffman,Stan Winston,86,Horror,De Laurentiis Entertainment Group (DEG)|Lion Films,37
tt0094608,0.339766,0,0,Kelly McGillis|Jodie Foster|Bernie Coulson|Leo Rossi|Ann Hearn,Jonathan Kaplan,111,Drama,Paramount Pictures,57
tt0095904,0.336536,1300000,354704,Viggo Mortensen|Chelsea Field|Lane Smith|Lincoln Kilpatrick|Tom Everett,Renny Harlin,102,Crime|Drama|Horror|Thriller,Empire Pictures,11
tt0095270,0.3065,0,0,Sonny Bono|Ruth Brown|Divine|Deborah Harry|Ricki Lake,John Waters,92,Drama|Comedy|Music|Romance|Family,New Line Cinema,52
tt0095294,0.324427,0,12090735,Clare Higgins|Ashley Laurence|Kenneth Cranham|Doug Bradley|Imogen Boorman,Tony Randel,97,Horror|Thriller,New World Pictures|Film Futures|Troopstar,83
tt0095655,0.32106799999999996,22000000,0,Michael Jackson|Joe Pesci|Mick Jagger|Sean Lennon|Brandon Quintin Adams,Colin Chilvers|Jerry Kramer|Jim Blashfield,93,Action|Crime|Music|Fantasy|Thriller,Ultimate Productions,73
tt0095253,0.320295,24000000,43455230,John Candy|Dan Aykroyd|Annette Bening|Stephanie Faracy|Chris Young,Howard Deutch,91,Comedy,Universal Pictures|Hughes Entertainment,65
tt0095243,0.319332,22000000,0,Sigourney Weaver|Bryan Brown|Julie Harris|John Omirah Miluwi|Iain Cuthbertson,Michael Apted,129,Drama,Universal Pictures|Warner Bros. Pictures,57
tt0095690,0.317301,0,0,Annabeth Gish|Julia Roberts|Lili Taylor|Vincent D'Onofrio|William R. Moses,Donald Petrie,104,Comedy|Drama|Romance,Night Light Films|The Samuel Goldwyn Company,60
tt0096054,0.31548200000000004,0,0,Laurence Fishburne|Giancarlo Esposito|Tisha Campbell-Martin|Kyme|Joe Seneca,Spike Lee,121,Comedy|Drama,Columbia Pictures|40 Acres & A Mule Filmworks,18
tt0096273,0.23651399999999997,0,0,,John Lasseter,5,Animation|Family,Pixar Animation Studios,51
tt0094964,0.288071,13000000,8038508,Jeremy Irons|GeneviÃ¨ve Bujold|Heidi von Palleske|Barbara Gordon|Shirley Douglas,David Cronenberg,115,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Morgan Creek Productions|Mantle Clinic II,65
tt0095107,0.28514,6000000,28202109,Jim Varney|Douglas Seale|Noelle Parker|Gailard Sartain|Bill Byrge,John R. Cherry III,95,Comedy|Family,Touchstone Pictures,23
tt0094747,0.28160999999999997,0,0,Forest Whitaker|Diane Venora|Keith David|Damon Whitaker|Michael Zelniker,Clint Eastwood,161,Drama|Music,Malpaso Productions|Warner Bros. Pictures,23
tt0096094,0.231618,0,0,Kevin Bacon|Elizabeth McGovern|Alec Baldwin|William Windom|Holland Taylor,John Hughes,106,Comedy|Drama|Romance,Paramount Pictures,22
tt0094701,0.265664,4000000,9797098,Jennifer Rubin|Bruce Abbott|Richard Lynch|Dean Cameron|Harris Yulin,Andrew Fleming,86,Horror|Thriller,No Frills Film Production,11
tt0094961,0.265596,5000000,0,Treat Williams|Joe Piscopo|Lindsay Frost|Darren McGavin|Vincent Price,Mark Goldblatt,86,Action|Comedy|Drama|Horror|Science Fiction,New World Pictures|Helpern / Meltzer,17
tt0189071,0.264922,0,0,Don Messick|Casey Kasem|Remy Auberjonois|Susan Blu|Jeff Cohen,Charles A. Nichols,90,TV Movie|Animation|Family,Hanna-Barbera Productions|Warner Bros. Home Video,23
tt0096324,0.25926,0,1547397,Sherilyn Fenn|Richard Tyson|Louise Fletcher|Burl Ives|Kristy McNichol,Zalman King,104,Drama|Romance,DDM Film Corporation|Lorimar Motion Pictures,10
tt0096118,0.254965,0,0,Pamela Springsteen|Brian Patrick Clarke|Walter Gotell|RenÃ©e Estevez|Susan Marie Snyder,Michael A. Simpson,80,Horror|Comedy,Double Helix Films,20
tt0093624,0.254085,1200000,3109904,Cathy Podewell|Alvin Alexis|Amelia Kinkade|Linnea Quigley|Hal Havins,Kevin Tenney,90,Horror,Republic Pictures|Meridian Productions|Paragon Arts International,30
tt0095082,0.248819,0,0,John Cusack|Christopher Lloyd|Charlie Sheen|D. B. Sweeney|Clifton James,John Sayles,119,Drama|History,Orion Pictures,25
tt0096219,0.246182,4000000,3468572,Eric Bogosian|Ellen Greene|Leslie Hope|John C. McGinley|Alec Baldwin,Oliver Stone,110,Drama,Cineplex-Odeon Films|Ten-Four Productions,16
tt0094799,0.238423,0,0,Michael J. Fox|Kiefer Sutherland|Phoebe Cates|Jason Robards|Dianne Wiest,James Bridges,107,Drama,United Artists|Mirage Enterprises|CST Telecommunications|Star Partners,12
tt0097257,0.407649,10000000,3916303,Geena Davis|Jeff Goldblum|Jim Carrey|Damon Wayans|Julie Brown,Julien Temple,100,Music|Comedy|Drama|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG)|Kestrel Films|Earth Girls,43
tt0094715,0.23277899999999999,0,57041866,Bette Midler|Barbara Hershey|John Heard|Spalding Gray|Lainie Kazan,Garry Marshall,123,Comedy|Drama,Touchstone Pictures|Silver Screen Partners IV|All Girl Productions,24
tt0095409,0.12721500000000002,0,0,Anthony Michael Hall|Robert Downey Jr.|Uma Thurman|Paul Gleason|Steve James,Bud Smith ,91,Comedy,Orion Pictures,12
tt0093170,0.137660999999999,0,0,Hsu Gou|Tie Long Jin|Zhaohua Mei|Zhe Quan,Mou Tun-fei,105,War|History,Sil-Metropole Organisation,17
tt0096486,0.21814499999999998,0,0,Yahoo Serious|Odile Le Clezio|Peewee Wilson|Su Cruickshank|John Howard,Yahoo Serious,91,Comedy|Science Fiction,Warner Bros.,19
tt0096257,0.21112399999999998,0,0,Randall Adams|David Harris|Gus Rose|Jackie Johnson,Errol Morris,103,Mystery|Documentary|Crime,Third Floor Productions,54
tt0094712,0.206515,0,3184348,Gene Hackman|Danny Glover|Jerry Reed|David Marshall Grant|Clayton Rohner,Peter Markle,105,Action|Drama|War,TriStar Pictures|Vision PDG,15
tt0096098,0.20646799999999998,0,29300000,Sidney Poitier|Tom Berenger|Kirstie Alley|Clancy Brown|Richard Masur,Roger Spottiswoode,109,Action|Adventure|Crime|Thriller,Silver Screen Partners III|Century Park Pictures|Touchstone Pictures,16
tt0094744,0.20590999999999998,0,15122000,Paul Reubens|Penelope Ann Miller|Kris Kristofferson|Valeria Golino|Benicio del Toro,Randal Kleiser,86,Comedy|Family,Paramount Pictures,12
tt0096244,0.20545300000000002,23000000,0,Mel Gibson|Kurt Russell|J. T. Walsh|Michelle Pfeiffer|RaÃºl JuliÃ¡,Robert Towne,115,Action|Adventure|Crime|Romance|Thriller,The Mount Company|Warner Bros.|Cinema City Films,62
tt0095927,0.200403,15000000,21032267,Sally Field|Tom Hanks|John Goodman|Mark Rydell|Kim Greist,David Seltzer,123,Comedy|Drama,Columbia Pictures,19
tt0094919,0.199235,4500000,3813293,Scott Grimes|Don Keith Opper|Terrence Mann|Roxanne Kernohan|Eddie Deezen,Mick Garris,86,Thriller|Comedy|Horror|Science Fiction,New Line Cinema|Sho Films,40
tt0096386,0.194418,0,0,BenoÃ®t Magimel|ValÃ©rie Lalande|Catherine Hiegel|Daniel GÃ©lin|HÃ©lÃ¨ne Vincent,Ã‰tienne Chatiliez,90,Comedy,MK2 Productions|France 3 Cinema|Centre National de la CinÃ©matographie (CNC),28
tt0095652,0.18872,7000000,5344577,Jason Beghe|John Pankow|Kate McNeil|Joyce Van Patten|Christine Forrest,George A. Romero,113,Thriller|Drama|Horror|Science Fiction,Orion Pictures,17
tt0096316,0.256656,0,0,Jeff Bridges|Joan Allen|Martin Landau|Frederic Forrest|Mako,Francis Ford Coppola,110,Drama,Lucasfilm|Paramount Pictures,24
tt0095312,0.180017,23000,0,Gunnar Hansen|Linnea Quigley|Jay Richardson|Michelle Bauer|Dawn Wildsmith,Fred Olen Ray,75,Comedy|Horror,American Independent Productions|Camp Video|Savage Cinema,13
tt0094678,0.314786,0,14681192,Dudley Moore|Liza Minnelli|John Gielgud|Geraldine Fitzgerald|Stephen Elliott,Bud Yorkin,113,Comedy|Romance,Warner Bros.,18
tt0095989,0.177816,0,0,Michael Villani|Harvey Weber|John De Bello|George Clooney|Gordon Howard,John De Bello,98,Comedy|Horror|Science Fiction,Four Square Productions|Transatlantic Entertainment|Tomatos II,20
tt0095583,0.171457,1100000,0,Tom Atkins|Bruce Campbell|Laurene Landon|Richard Roundtree|William Smith,William Lustig,85,Thriller|Action|Horror,Shapiro-Glickenhaus Entertainment,33
tt0096071,0.167846,7000000,19595031,Bill Pullman|Cathy Tyson|Zakes Mokae|Paul Winfield|Brent Jennings,Wes Craven,98,Horror|Thriller,Universal Pictures,37
tt0096018,0.16078199999999898,0,2835116,Christine Lahti|Judd Hirsch|River Phoenix|Martha Plimpton|Jonas Abry,Sidney Lumet,116,Drama,Warner Bros.,19
tt0096380,0.156916,0,0,Judge Reinhold|Fred Savage|Corinne Bohrer|Swoosie Kurtz|Jane Kaczmarek,Brian Gilbert,98,Comedy|Fantasy,Columbia Pictures Corporation,13
tt0094894,0.15554300000000001,6000000,46616067,Sean Penn|Robert Duvall|MarÃ­a Conchita Alonso|Randy Brooks|Grand L. Bush,Dennis Hopper,120,Action|Crime|Drama,Orion Pictures,36
tt0094746,0.154945,20000000,51684798,Matthew Broderick|Christopher Walken|Matt Mulhern|Corey Parker|Casey Siemaszko,Mike Nichols,106,Comedy|Drama|Romance,Universal Pictures|Rastar Pictures,24
tt0094910,0.151874,0,0,Dan Aykroyd|Walter Matthau|Charles Grodin|Donna Dixon|Richard Romanus,Michael Ritchie,97,Comedy,Orion Pictures,11
tt0098577,0.149591,2000000,725131,Nicolas Cage|MarÃ­a Conchita Alonso|Jennifer Beals|Elizabeth Ashley|Kasi Lemmons,Robert Bierman,103,Comedy|Fantasy|Horror,Hemdale Film Corporation|Magellan Pictures,28
tt0093995,0.149108,0,0,Michael Garfield|Kim Terry|Philip MacHale|Alicia Moro|Santiago Ãlvarez,Juan Piquer SimÃ³n,89,Horror|Science Fiction,Dister Group,12
tt0095188,0.279333,0,0,Chevy Chase|Madolyn Smith Osborne|Kevin O'Morrison|Joseph Maher|Jack Gilpin,George Roy Hill,101,Comedy,Warner Bros.,27
tt0094606,0.14174,0,0,William Hurt|Kathleen Turner|Geena Davis|Amy Wright|David Ogden Stiers,Lawrence Kasdan,121,Drama|Romance,Warner Bros.,18
tt0096046,0.11939300000000001,425000,0,Ted Vernon|Michael David Simms|Richard Vidan|Kristina Sanborn|Victoria Christian,William Wesley,83,Horror,Effigy Films,10
tt0095348,0.138906,0,0,Keenen Ivory Wayans|Bernie Casey|Isaac Hayes|Jim Brown|John Vernon,Keenen Ivory Wayans,88,Action|Comedy,Ivory Way Productions|Front Films|Raymond Katz Production,24
tt0094027,0.195211,0,13994920,Edward James Olmos|Lou Diamond Phillips|Rosanna DeSoto|Andy GarcÃ­a,RamÃ³n MenÃ©ndez,103,Drama,Warner Bros.,28
tt0095488,0.117336,2500000,1189315,Amanda Donohoe|Hugh Grant|Catherine Oxenberg|Peter Capaldi|Sammi Davis,Ken Russell,93,Comedy|Horror,White Lair,19
tt0093171,0.131437,0,0,Roddy Piper|Sandahl Bergman|William Smith|Rory Calhoun|Cec Verrell,Donald G. Jackson|R.J. Kizer,88,Action|Comedy|Horror|Science Fiction,New World Pictures,12
